"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_1731";"Eukaryota";"Ascomycota";NA;NA;NA;"Calyptrozyma";"Calyptrozyma arxii";0;19;0;0;0;3
"ASV_1732";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Ascospirella";"Ascospirella lutea";0;15;0;0;0;4
"ASV_1735";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Pseudoascochyta";NA;0;19;0;0;0;0
"ASV_1738";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Hydnaceae";"Clavulina";"Clavulina pakaraimensis";0;0;0;19;0;0
"ASV_1768";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Mycenaceae";"Mycena";"Mycena punkissima";0;6;0;0;0;12
"ASV_1769";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Phialocephala";"Phialocephala dimorphospora";0;11;0;0;0;7
"ASV_1770";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Yurkovia";"Yurkovia sp.";0;32;0;12;0;0
"ASV_1778";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Peroneutypa";"Peroneutypa sp.";0;0;0;18;0;0
"ASV_1780";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Porotheleaceae";"Gerronema";"Gerronema indigoticum";0;0;0;18;0;0
"ASV_1781";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Pleuronematida";"Cyclidiidae";"Cyclidium";"Cyclidium varibonneti";0;0;0;18;0;0
"ASV_1790";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Cystofilobasidiaceae";"Cystofilobasidium";"Cystofilobasidium capitatum";0;0;0;0;18;0
"ASV_1792";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Scedosporium";"Scedosporium minutisporum";0;0;0;0;0;18
"ASV_1811";"Eukaryota";"Ascomycota";"Sordariomycetes";"Myrmecridiales";"Myrmecridiaceae";"Neomyrmecridium";"Neomyrmecridium guizhouense";0;17;0;0;0;0
"ASV_1812";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Thyridariaceae";"Neoroussoella";"Neoroussoella solani";0;17;0;0;0;0
"ASV_1813";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Aculeata";"Aculeata aquatica";0;17;0;0;0;0
"ASV_1820";"Eukaryota";"Ascomycota";"Sordariomycetes";"Myrmecridiales";"Myrmecridiaceae";"Myrmecridium";NA;0;0;0;17;0;0
"ASV_1821";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Cystobasidiaceae";"Cystobasidium";"Cystobasidium laryngis";0;4;0;17;0;0
"ASV_1823";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Ovicillium";"Ovicillium attenuatum";0;0;0;17;0;0
"ASV_1828";"Eukaryota";"Rhodophyta";"Florideophyceae";"Ceramiales";"Rhodomelaceae";"Laurencia";"Laurencia cf. perforata";0;3;0;17;0;0
"ASV_1832";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";"Cyberlindnera bimundalis";0;0;0;0;17;0
"ASV_1837";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Paecilomyces";"Paecilomyces niveus";0;0;0;0;0;17
"ASV_1850";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula hollandica";0;16;0;0;0;0
"ASV_1852";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Lepiota";"Lepiota spheniscispora";0;16;0;0;0;0
"ASV_1853";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Uzbekistanica";"Uzbekistanica pruni";0;16;0;0;0;0
"ASV_1854";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";NA;NA;"Buckleyzyma";"Buckleyzyma aurantiaca";0;26;0;0;0;5
"ASV_1857";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hamatocanthoscyphaceae";"Hamatocanthoscypha";"Hamatocanthoscypha podocarpi";0;0;0;16;0;0
"ASV_1859";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Yamadazyma";"Yamadazyma takamatsuzukensis";0;0;0;16;0;0
"ASV_1861";"Eukaryota";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Sonchus";"Sonchus asper";0;0;0;16;0;0
"ASV_1862";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Banksiophoma";"Banksiophoma australiensis";0;0;0;16;0;0
"ASV_1863";"Eukaryota";NA;"Hyphochytriomycetes";NA;"Hyphochytriaceae";"Hyphochytrium";"Hyphochytrium catenoides";0;0;0;16;0;0
"ASV_1864";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Cephalotrichum";"Cephalotrichum brevistipitatum";0;0;0;16;0;0
"ASV_1869";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Stemphylium";"Stemphylium botryosum";0;0;0;0;16;0
"ASV_1874";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Rhodotorula";"Rhodotorula babjevae";0;0;0;0;16;0
"ASV_1875";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Amauroderma";"Amauroderma floriformum";0;0;0;0;0;16
"ASV_1898";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"Neometulocladosporiella";NA;0;15;0;0;0;0
"ASV_1899";"Eukaryota";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Chionosphaeraceae";"Cystobasidiopsis";"Cystobasidiopsis lophatheri";0;15;0;0;0;4
"ASV_1901";"Eukaryota";"Ascomycota";"Leotiomycetes";"Phacidiales";NA;"Collophorina";"Collophorina africana";0;0;0;15;0;0
"ASV_1904";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Chlamydocillium";"Chlamydocillium cyanophilum";0;0;0;15;0;0
"ASV_1906";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fagales";"Betulaceae";"Corylus";"Corylus avellana";0;0;0;15;0;0
"ASV_1908";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Niessliaceae";NA;NA;0;0;0;0;15;0
"ASV_1909";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Cystofilobasidiaceae";"Cystofilobasidium";"Cystofilobasidium infirmominiatum";0;0;0;0;15;0
"ASV_1910";"Eukaryota";"Streptophyta";"Magnoliopsida";"Gentianales";"Rubiaceae";NA;NA;0;0;0;0;15;0
"ASV_1914";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium coprobium";0;0;0;0;0;15
"ASV_1918";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium griseolum";0;0;0;0;0;15
"ASV_1947";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema wisconsinensis";0;14;0;0;0;0
"ASV_1948";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleraceae";"Bullera";"Bullera unica";0;14;0;0;0;3
"ASV_1951";"Eukaryota";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";"Victoriomyces";"Victoriomyces antarcticus";0;14;0;0;0;0
"ASV_1954";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma polypori";0;0;0;14;0;0
"ASV_1957";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";NA;NA;0;0;0;14;0;0
"ASV_1958";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";NA;NA;0;0;0;14;0;0
"ASV_1962";"Eukaryota";"Basidiomycota";"Wallemiomycetes";"Wallemiales";"Wallemiaceae";"Wallemia";"Wallemia sebi";0;0;0;14;0;0
"ASV_1968";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Rhodotorula";"Rhodotorula mucilaginosa";0;0;0;0;14;0
"ASV_1969";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Meyerozyma";"Meyerozyma athensensis";0;0;0;0;24;0
"ASV_1972";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Tomentella";"Tomentella pulvinulata";0;0;0;0;0;14
"ASV_1976";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Schizotheciaceae";"Pseudoechria";"Pseudoechria decidua";0;0;0;6;0;14
"ASV_1978";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Sebacinales";NA;NA;NA;0;0;0;0;0;25
"ASV_1983";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma austrokoningii";0;0;0;0;0;14
"ASV_1984";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus nishimurae";0;0;0;0;0;14
"ASV_2009";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Discinellaceae";"Gyoerffyella";"Gyoerffyella entomobryoides";0;13;0;0;0;0
"ASV_2010";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Schwanniomyces";"Schwanniomyces vanrijiae";0;13;0;0;0;0
"ASV_2012";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Backusellaceae";"Backusella";"Backusella lamprospora";0;13;0;0;0;0
"ASV_2017";"Eukaryota";"Rhodophyta";"Florideophyceae";"Ceramiales";"Rhodomelaceae";"Osmundea";"Osmundea pinnatifida";0;0;0;19;0;0
"ASV_2021";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";NA;0;0;0;13;0;0
"ASV_2022";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Nakaseomyces";"Nakaseomyces glabratus";0;0;0;13;0;0
"ASV_2023";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Neonectria";"Neonectria magnoliae";0;0;0;13;0;0
"ASV_2025";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Dichotomopilus";"Dichotomopilus pratensis";0;0;0;13;0;6
"ASV_2029";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium egyptiacum";0;0;0;0;13;0
"ASV_2030";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Helminthosphaeriaceae";"Diplococcium";"Diplococcium mirabile";0;0;0;0;0;13
"ASV_2031";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Geopora";"Geopora cercocarpi";0;0;0;0;0;13
"ASV_2058";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Cryptococcaceae";"Kwoniella";"Kwoniella shivajii";0;12;0;0;0;0
"ASV_2063";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Cordanaceae";"Cordana";NA;0;6;0;0;0;6
"ASV_2064";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Podila";"Podila humilis";0;12;0;0;0;0
"ASV_2065";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Leptodophora";"Leptodophora gamsii";0;12;0;0;0;0
"ASV_2070";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Humicola";"Humicola quadrangulata";0;12;0;0;0;0
"ASV_2073";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Niessliaceae";"Neoeucasphaeria";"Neoeucasphaeria eucalypti";0;0;0;12;0;0
"ASV_2074";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Diatrype";"Diatrype lijiangensis";0;0;0;12;0;0
"ASV_2080";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hamatocanthoscyphaceae";"Hyalodendriella";"Hyalodendriella bialowiezensis";0;0;0;0;0;12
"ASV_2081";"Eukaryota";"Rhodophyta";"Florideophyceae";"Ceramiales";"Rhodomelaceae";"Laurenciella";"Laurenciella marilzae";0;7;0;2;0;12
"ASV_2084";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Protocreopsis";"Protocreopsis rutila";0;5;0;0;0;12
"ASV_2085";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula masonii";0;0;0;0;0;12
"ASV_2088";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium drummii";0;0;0;0;0;12
"ASV_2089";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Jeremyomyces";"Jeremyomyces labinae";0;9;0;0;0;12
"ASV_2090";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala heteromorpha";0;0;0;0;0;12
"ASV_2092";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Lepiota";"Lepiota scaberula";0;0;0;0;0;12
"ASV_2095";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces iowaense";0;0;0;0;0;12
"ASV_2096";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Thermoascus";"Thermoascus crustaceus";0;0;0;0;0;12
"ASV_2131";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma fimeti";0;11;0;0;0;0
"ASV_2133";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium olsonii";0;11;0;0;0;0
"ASV_2134";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";"Botryotinia";"Botryotinia ranunculi";0;0;0;11;0;0
"ASV_2135";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Hydnoporia";"Hydnoporia laricicola";0;0;0;11;0;0
"ASV_2139";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Exobasidiales";"Exobasidiaceae";"Exobasidium";"Exobasidium ferrugineae";0;0;0;11;0;0
"ASV_2140";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Microstromatales";NA;"Pseudomicrostroma";"Pseudomicrostroma glucosiphilum";0;0;0;11;0;0
"ASV_2141";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Cuniculitremaceae";"Kockovaella";"Kockovaella schimae";0;0;0;11;0;0
"ASV_2147";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Tolypocladium";"Tolypocladium cylindrosporum";0;0;0;11;0;0
"ASV_2154";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";"Absidia";"Absidia glauca";0;0;0;0;0;11
"ASV_2184";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Vorticellidae";"Vorticella";"Vorticella cf. microstoma";0;10;0;0;0;0
"ASV_2187";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Auriculariaceae";"Auricularia";"Auricularia srilankensis";0;7;0;0;0;3
"ASV_2189";"Eukaryota";"Ascomycota";"Leotiomycetes";"Phacidiales";NA;"Capturomyces";"Capturomyces funiculosus";0;8;0;0;0;2
"ASV_2190";"Eukaryota";"Streptophyta";"Magnoliopsida";"Asparagales";"Amaryllidaceae";"Allium";"Allium ursinum";0;10;0;0;0;0
"ASV_2192";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";NA;NA;0;13;0;0;0;0
"ASV_2194";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Microcera";"Microcera rubra";0;10;0;0;0;0
"ASV_2195";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";NA;NA;NA;0;10;0;0;0;0
"ASV_2197";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Starmerella";"Starmerella scarabaei";0;0;0;10;0;0
"ASV_2200";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Acarosporales";"Acarosporaceae";"Acarospora";"Acarospora tintickiana";0;0;0;10;0;0
"ASV_2201";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Peniculida";"Parameciidae";"Paramecium";"Paramecium chlorelligerum";0;0;0;10;0;3
"ASV_2202";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Vorticellidae";"Vorticella";"Vorticella cf. campanula";0;0;0;10;0;0
"ASV_2204";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Cassia";"Cassia mannii";0;0;0;10;0;0
"ASV_2206";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma tomentosum";0;0;0;10;0;0
"ASV_2207";"Eukaryota";"Ascomycota";"Leotiomycetes";"Leotiales";"Tympanidaceae";"Aotearoamyces";"Aotearoamyces nothofagi";0;0;0;0;10;0
"ASV_2210";"Eukaryota";"Streptophyta";"Magnoliopsida";"Rosales";"Urticaceae";"Laportea";"Laportea canadensis";0;0;0;0;0;10
"ASV_2214";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor moelleri";0;0;0;0;0;10
"ASV_2215";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Blastobotrys";NA;0;0;0;0;0;10
"ASV_2222";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Clonostachys";"Clonostachys aranearum";0;0;0;0;0;10
"ASV_2223";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Paecilomyces";"Paecilomyces maximus";0;0;0;0;0;10
"ASV_2225";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia";"Rasamsonia frigidotolerans";0;0;0;0;0;10
"ASV_2260";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Mariannaea";"Mariannaea atlantica";0;9;0;0;0;0
"ASV_2268";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Pseudohyphozyma";"Pseudohyphozyma sp.";0;16;0;0;0;0
"ASV_2270";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Hohenbuehelia";"Hohenbuehelia thornii";0;9;0;0;0;0
"ASV_2271";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula acaciae";0;3;0;0;0;6
"ASV_2272";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Arcopilus";"Arcopilus turgidopilosus";0;9;0;0;0;0
"ASV_2281";"Eukaryota";"Streptophyta";"Magnoliopsida";"Brassicales";"Brassicaceae";"Cardamine";"Cardamine hirsuta";0;0;0;9;0;0
"ASV_2282";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Pichiaceae";"Ogataea";"[Candida] boidinii";0;0;0;9;0;0
"ASV_2284";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Steccherinaceae";"Steccherinum";"Steccherinum neonitidum";0;0;0;9;0;0
"ASV_2287";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Thyridariaceae";NA;NA;0;0;0;9;0;0
"ASV_2294";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"Fusarium avenaceum";0;0;0;9;0;0
"ASV_2297";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Pyrenophora";"Pyrenophora nisikadoi";0;0;0;0;0;9
"ASV_2300";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Scheffersomyces";NA;0;0;0;0;0;9
"ASV_2302";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Terfezia";"Terfezia albida";0;0;0;0;0;9
"ASV_2303";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Cutaneotrichosporon";"Cutaneotrichosporon terricola";0;0;0;0;0;9
"ASV_2342";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Sporocadaceae";"Pestalotiopsis";NA;0;8;0;0;0;0
"ASV_2345";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Xylodon";"Xylodon novozelandicus";0;8;0;0;0;2
"ASV_2346";"Eukaryota";"Ascomycota";"Dothideomycetes";"Dothideales";"Dothideaceae";"Endoconidioma";"Endoconidioma euphorbiae";0;8;0;0;0;0
"ASV_2353";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Sirobasidiaceae";"Fibulobasidium";"Fibulobasidium murrhardtense";0;8;0;0;0;0
"ASV_2357";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Xanthoria";"Xanthoria coomae";0;4;0;8;0;0
"ASV_2361";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Gnomoniaceae";NA;NA;0;0;0;8;0;0
"ASV_2362";"Eukaryota";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"Malassezia";"Malassezia arunalokei";0;0;0;8;0;0
"ASV_2367";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Eucasphaeria";"Eucasphaeria rustici";0;0;0;0;0;8
"ASV_2368";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Phanerochaetaceae";NA;NA;0;0;0;0;0;8
"ASV_2369";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";NA;NA;NA;0;0;0;4;0;10
"ASV_2371";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala bergeri";0;0;0;0;0;8
"ASV_2373";"Eukaryota";"Streptophyta";"Pinopsida";"Pinales";"Pinaceae";"Abies";NA;0;0;0;0;0;8
"ASV_2376";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Colacogloeaceae";"Udeniozyma";"Udeniozyma ferulica";0;0;0;0;0;8
"ASV_2381";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Actinomucor";"Actinomucor elegans";0;0;0;0;0;8
"ASV_2383";"Eukaryota";"Cnidaria";"Anthozoa";NA;NA;NA;NA;0;0;0;0;0;8
"ASV_2385";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Westerdykella";"Westerdykella reniformis";0;0;0;0;0;8
"ASV_2386";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"Coniochaeta baysunika";0;0;0;0;0;8
"ASV_2419";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor lanceolatus";0;7;0;0;0;0
"ASV_2422";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";NA;"Kionochaeta";"Kionochaeta microspora";0;10;0;0;0;0
"ASV_2428";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;NA;NA;"Microbotryomycetes sp.";0;7;0;0;0;0
"ASV_2429";"Eukaryota";"Ascomycota";"Leotiomycetes";"Phacidiales";NA;"Vexillomyces";"Vexillomyces palatinus";0;7;0;0;0;0
"ASV_2430";"Eukaryota";"Ciliophora";"Spirotrichea";"Urostylida";"Urostylidae";NA;NA;0;7;0;0;0;0
"ASV_2439";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";NA;0;7;0;0;0;0
"ASV_2446";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";NA;0;0;0;7;0;0
"ASV_2453";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Pichiaceae";"Pichia";"Pichia fermentans";0;0;0;5;7;0
"ASV_2454";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor saturninus";0;0;0;0;7;0
"ASV_2455";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor pseudolusitanicus";0;0;0;0;7;0
"ASV_2459";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Extremaceae";"Saxophila";"Saxophila tyrrhenica";0;0;0;0;0;7
"ASV_2461";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";NA;NA;0;0;0;0;0;7
"ASV_2466";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Volutella";"Volutella delonicis";0;0;0;0;0;7
"ASV_2467";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus osmophilus";0;0;0;0;0;7
"ASV_2470";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Mycosphaerellaceae";"Ramularia";"Ramularia glennii";0;0;0;0;0;7
"ASV_2472";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";NA;0;0;0;0;0;7
"ASV_2530";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Dioszegia";NA;0;9;0;0;0;0
"ASV_2534";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";NA;"Lecophagus";"Lecophagus longisporus";0;6;0;0;0;0
"ASV_2535";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytridiaceae";"Chytridium";"Chytridium olla";0;6;0;0;0;0
"ASV_2537";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Naemateliaceae";"Naematelia";"Naematelia aurantia";0;6;0;0;0;0
"ASV_2540";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Lichtheimiaceae";"Circinella";"Circinella lacrymispora";0;6;0;0;0;0
