"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_339";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium zhuangii";28;0;0;0;978;0
"ASV_418";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Stachybotrys";"Stachybotrys chartarum";28;0;0;73;0;132
"ASV_480";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"Coniochaeta cymbiformispora";28;55;0;0;0;335
"ASV_1114";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Neosetophoma";"Neosetophoma buxi";28;0;0;0;0;21
"ASV_1472";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Davidhawksworthia";"Davidhawksworthia quintiniae";28;30;0;0;0;0
"ASV_1474";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia gamsii";28;0;0;0;0;0
"ASV_2049";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";"Trechispora hondurensis";28;3;0;0;0;0
"ASV_1205";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Keithomyces";"Keithomyces carneus";27;16;0;0;0;0
"ASV_1206";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Apiosordaria";"Apiosordaria yaeyamensis";27;0;0;16;0;0
"ASV_1491";"Eukaryota";"Ascomycota";"Dothideomycetes";"Venturiales";"Cylindrosympodiaceae";"Cylindrosympodium";NA;27;0;0;0;0;0
"ASV_1493";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";NA;NA;27;0;0;0;0;0
"ASV_1496";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"[Neocosmospora] magnoliae";27;0;0;0;0;0
"ASV_1665";"Eukaryota";"Ascomycota";NA;NA;NA;"Pseudopenidiella";"Pseudopenidiella piceae";27;8;0;0;0;2
"ASV_1668";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Corynesporascaceae";"Corynespora";"Corynespora encephalarti";27;0;0;0;0;0
"ASV_124";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Amplistromataceae";"Acidothrix";"Acidothrix acidophila";26;943;0;0;0;116
"ASV_537";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Albophoma";"Albophoma yamanashiensis";26;38;0;71;0;49
"ASV_1510";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Groenewaldozyma";"Groenewaldozyma tartarivorans";26;0;0;0;0;0
"ASV_1513";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Dactylonectria";"Dactylonectria anthuriicola";26;10;0;0;0;0
"ASV_1516";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella hypsicladia";26;0;0;0;0;0
"ASV_1519";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium digitatum";26;0;0;0;0;0
"ASV_1612";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";NA;"Operculomyces";"Operculomyces laminatus";26;19;0;0;0;0
"ASV_264";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Trichothecium";"Trichothecium crotocinigenum";25;0;0;0;0;418
"ASV_928";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium brasilianum";25;41;0;0;0;0
"ASV_1543";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Cadophora";"Cadophora dextrinospora";25;0;0;0;0;0
"ASV_1544";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Phaeosphaeria";NA;25;3;0;0;0;0
"ASV_1010";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;NA;NA;NA;24;9;0;32;0;61
"ASV_1425";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Extremaceae";"Extremus";"Extremus adstrictus";24;5;0;0;0;1
"ASV_1570";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Kodamaea";"Kodamaea ohmeri";24;0;0;0;0;0
"ASV_1571";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Mariannaea";"Mariannaea sp.";24;0;0;0;0;0
"ASV_1572";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Wardomycopsis";"Wardomycopsis litoralis";24;0;0;0;0;0
"ASV_1574";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala cancerae";24;0;0;0;0;0
"ASV_1810";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Alphamycetaceae";"Alphamyces";"Alphamyces chaetifer";24;27;0;3;0;4
"ASV_290";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Filosporella";"Filosporella exilis";23;323;0;0;0;24
"ASV_859";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia procaviicola";23;0;0;0;0;53
"ASV_1171";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";"Pholiota fulvozonata";23;20;0;35;0;4
"ASV_1473";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Zopfiella";"Zopfiella tardifaciens";23;5;0;0;0;0
"ASV_1486";"Eukaryota";"Ciliophora";"Spirotrichea";"Sporadotrichida";"Halteriidae";"Halteria";"Halteria grandinella";23;0;0;0;0;44
"ASV_1608";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Niessliaceae";"Niesslia";"Niesslia stellenboschiana";23;0;0;0;0;0
"ASV_1610";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Geastrum";"Geastrum kuharii";23;0;0;0;0;0
"ASV_2173";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";NA;NA;NA;23;0;0;0;0;13
"ASV_1631";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Myxotrichaceae";"Oidiodendron";"Oidiodendron citrinum";22;0;0;0;0;0
"ASV_147";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium melinii";21;100;0;0;0;784
"ASV_307";"Eukaryota";"Basidiomycota";"Agaricomycetes";NA;NA;NA;NA;21;429;0;0;0;8
"ASV_1573";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Acremonium";"Acremonium egyptiacum";21;0;0;0;0;3
"ASV_1800";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";NA;"Coprotus";"Coprotus epithecioides";21;0;0;0;0;0
"ASV_1924";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Microdochiaceae";"Idriella";"Idriella lunata";21;4;0;0;0;0
"ASV_46";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Zopfiella";"Zopfiella marina";20;6;0;0;0;2683
"ASV_424";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Piskurozymaceae";"Solicoccozyma";"Solicoccozyma phenolica";20;182;0;0;0;28
"ASV_1039";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Dothiorella";NA;20;35;0;0;0;0
"ASV_1446";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Beauveria";NA;20;0;0;0;0;9
"ASV_1691";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Ophiostoma";"Ophiostoma tetropii";20;0;0;0;0;0
"ASV_68";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Apiotrichum";"Apiotrichum laibachii";19;1884;0;0;0;3
"ASV_465";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Conlariaceae";"Conlarium";"Conlarium subglobosum";19;180;0;0;0;0
"ASV_1173";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"Fusarium hostae";19;0;0;13;0;13
"ASV_1189";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyphodiscaceae";"Hyphodiscus";NA;19;7;0;0;0;31
"ASV_1494";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Thelonectria";"Thelonectria olida";19;0;0;25;0;8
"ASV_1575";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Ganoderma";NA;19;4;0;1;0;0
"ASV_1726";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Podila";"Podila clonocystis";19;7;0;0;0;0
"ASV_1729";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Acrophialophora";"Acrophialophora levis";19;0;0;0;0;0
"ASV_1802";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnoascoideus";"Gymnoascoideus petalosporus";19;0;0;0;0;0
"ASV_1840";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Atractosporaceae";"Atractospora";"Atractospora aquatica";19;14;0;0;0;0
"ASV_593";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Diaporthaceae";"Diaporthe";NA;18;0;0;0;0;138
"ASV_717";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Cephalotrichum";"Cephalotrichum asperulum";18;0;0;0;0;82
"ASV_1751";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Epichloe";NA;18;0;0;0;0;0
"ASV_1754";"Eukaryota";"Ascomycota";"Dothideomycetes";"Muyocopronales";NA;"Leptodiscella";"Leptodiscella africana";18;0;0;0;0;0
"ASV_1755";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Allocanariomyces";"Allocanariomyces tritici";18;0;0;0;0;0
"ASV_1756";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Dendryphion";"Dendryphion europaeum";18;6;0;0;0;0
"ASV_1758";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metapochonia";"Metapochonia suchlasporia";18;0;0;0;0;0
"ASV_1761";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";NA;"Myriodontium";"Myriodontium keratinophilum";18;0;0;0;0;0
"ASV_1961";"Eukaryota";"Cryptomycota";NA;NA;NA;"Paramicrosporidium";"Paramicrosporidium saccamoebae";18;2;0;20;0;0
"ASV_1988";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Lobulomycetales";"Lobulomycetaceae";"Lobulomyces";"Lobulomyces poculatus";18;0;0;0;0;2
"ASV_632";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia amoeboidea";17;124;0;0;0;0
"ASV_1634";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";NA;"Myotisia";"Myotisia cremea";17;0;0;0;0;5
"ASV_1799";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";NA;NA;17;0;0;0;0;0
"ASV_1804";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";NA;NA;NA;17;0;0;0;0;0
"ASV_1994";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Hawksworthiomyces";"Hawksworthiomyces hibbettii";17;0;0;0;0;0
"ASV_681";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Plectosphaerella";"Plectosphaerella slobbergiarum";16;70;0;40;0;26
"ASV_1265";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Zopfiella";NA;16;0;0;0;0;23
"ASV_1413";"Eukaryota";"Basidiomycota";NA;NA;NA;NA;NA;16;0;0;33;0;30
"ASV_1447";"Eukaryota";"Ascomycota";"Sordariomycetes";"Pleurotheciales";"Pleurotheciaceae";"Pleurotheciella";"Pleurotheciella saprophytica";16;10;0;0;0;17
"ASV_1721";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora phyllostachydis";16;6;0;0;0;0
"ASV_1747";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora reptans";16;0;0;0;0;19
"ASV_1839";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;NA;"Leohumicola";"Leohumicola minima";16;0;0;0;0;0
"ASV_1880";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clitocybaceae";"Clitocybe";"Clitocybe brunneocaperata";16;9;0;0;0;0
"ASV_2308";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Lecanoraceae";"Lecanora";"Lecanora baekdudaeganensis";16;0;0;0;0;0
"ASV_881";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pyrenochaetopsidaceae";"Xenopyrenochaetopsis";"Xenopyrenochaetopsis pratorum";15;29;0;27;0;2
"ASV_907";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Lobulomycetales";"Lobulomycetaceae";NA;NA;15;47;0;175;0;17
"ASV_1230";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Zopfiella";"Zopfiella pilifera";15;0;0;0;0;26
"ASV_1883";"Eukaryota";"Ascomycota";"Dothideomycetes";"Tubeufiales";"Tubeufiaceae";"Tubeufia";"Tubeufia inaequalis";15;0;0;0;0;0
"ASV_1886";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnascella";"Gymnascella thermotolerans";15;0;0;0;0;0
"ASV_1889";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnascella";NA;15;0;0;0;0;0
"ASV_1890";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma yunnanense";15;0;0;0;0;0
"ASV_2318";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";NA;NA;15;0;0;0;0;7
"ASV_370";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis annulopora";14;0;0;0;0;394
"ASV_1580";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Cephalotrichum";"Cephalotrichum domesticum";14;0;0;0;0;10
"ASV_1636";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Emericellopsis";"Emericellopsis salmonea";14;0;0;0;0;8
"ASV_1920";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Neogymnomycetaceae";"Auxarthronopsis";"Auxarthronopsis globiasca";14;0;0;0;0;0
"ASV_1921";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Biscogniauxia";"Biscogniauxia arima";14;0;0;0;0;0
"ASV_1931";"Eukaryota";"Zoopagomycota";"Basidiobolomycetes";"Basidiobolales";"Basidiobolaceae";"Basidiobolus";"Basidiobolus magnus";14;0;0;0;0;0
"ASV_1932";"Eukaryota";"Ascomycota";"Leotiomycetes";"Rhytismatales";"Rhytismataceae";"Coccomyces";"Coccomyces pinicola";14;0;0;0;0;0
"ASV_1934";"Eukaryota";"Ascomycota";"Sordariomycetes";"Fuscosporellales";"Fuscosporellaceae";"Fuscosporella";NA;14;0;0;4;0;0
"ASV_1943";"Eukaryota";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";"Phialemonium";"Phialemonium globosum";14;0;0;0;0;0
"ASV_1946";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma minutisporum";14;0;0;0;0;0
"ASV_2314";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Sclerodermataceae";"Scleroderma";"Scleroderma dunensis";14;0;0;0;0;0
"ASV_303";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Emericellopsis";NA;13;1;0;258;0;77
"ASV_1177";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Marquandomyces";"Marquandomyces marquandii";13;12;0;10;0;10
"ASV_1757";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Yunnania";"Yunnania carbonaria";13;2;0;0;0;5
"ASV_1985";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis villosa";13;0;0;0;0;7
"ASV_1986";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;NA;"[Candida] incommunis";13;0;0;0;3;0
"ASV_1995";"Eukaryota";"Ascomycota";"Sordariomycetes";"Calosphaeriales";"Pleurostomataceae";"Pleurostoma";"Pleurostoma hongkongense";13;0;0;0;0;0
"ASV_1997";"Eukaryota";"Streptophyta";"Magnoliopsida";"Apiales";"Araliaceae";"Hedera";"Hedera helix";13;0;0;0;0;0
"ASV_2003";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Verticillium";"Verticillium tricorpus";13;0;0;0;0;0
"ASV_2005";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Pithoascus";NA;13;0;0;0;0;0
"ASV_2233";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Pleospora";"Pleospora iqbalii";13;0;0;0;0;0
"ASV_78";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Spathaspora";"[Candida] subhashii";12;3201;0;0;0;148
"ASV_502";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Middelhovenomyces";"Middelhovenomyces petrohuensis";12;165;0;165;0;14
"ASV_511";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnoascus";"Gymnoascus dugwayensis";12;166;0;0;0;4
"ASV_557";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";NA;NA;12;5;0;0;161;0
"ASV_871";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Pseudopithomyces";"Pseudopithomyces angolensis";12;12;0;0;0;97
"ASV_1118";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Spizellomycetales";"Spizellomycetaceae";"Spizellomyces";NA;12;67;0;0;0;8
"ASV_2043";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nothoacremoniaceae";"Nothoacremonium";"Nothoacremonium exiguum";12;0;0;0;0;0
"ASV_2044";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";NA;NA;12;0;0;0;0;0
"ASV_2045";"Eukaryota";"Ascomycota";"Sordariomycetes";"Savoryellales";"Savoryellaceae";"Ascotaiwania";"Ascotaiwania latericolla";12;0;0;0;0;0
"ASV_2047";"Eukaryota";"Ciliophora";"Spirotrichea";"Stichotrichida";"Schmidingerotrichidae";"Schmidingerothrix";"Schmidingerothrix salina";12;7;0;0;0;0
"ASV_2051";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";NA;"Remersonia";"Remersonia tenuis";12;0;0;0;0;0
"ASV_2052";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma bannaense";12;0;0;0;0;0
"ASV_2055";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Nigrogranaceae";"Nigrograna";"Nigrograna obliqua";12;0;0;0;0;0
"ASV_2481";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Teichosporaceae";"Teichospora";"Teichospora quercus";12;4;0;0;0;0
"ASV_128";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium variratense";11;483;0;0;0;534
"ASV_176";"Eukaryota";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Umbelopsidaceae";"Umbelopsis";"Umbelopsis dimorpha";11;534;0;0;0;312
"ASV_893";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";NA;NA;NA;11;0;0;0;0;72
"ASV_1136";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Heterogastridiales";"Heterogastridiaceae";"Pycnopulvinus";"Pycnopulvinus aurantiacus";11;0;0;0;0;48
"ASV_1166";"Eukaryota";"Basidiomycota";"Wallemiomycetes";"Wallemiales";"Wallemiaceae";"Wallemia";"Wallemia muriae";11;0;0;118;0;0
"ASV_1846";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Purpureocillium";"Purpureocillium lilacinum";11;0;0;0;0;5
"ASV_1902";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"Coniochaeta hoffmannii";11;0;0;15;0;26
"ASV_2104";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";"Psathyrella merdicola";11;0;0;0;0;0
"ASV_2109";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella calciphila";11;8;0;0;0;0
"ASV_2110";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fagales";"Fagaceae";"Quercus";"Quercus petraea";11;0;0;0;0;0
"ASV_2117";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Cylindrodendrum";"Cylindrodendrum alicantinum";11;0;0;0;0;0
"ASV_2119";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"Neometulocladosporiella";"Neometulocladosporiella seifertii";11;0;0;0;0;0
"ASV_2120";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";NA;NA;11;0;0;0;0;0
"ASV_2126";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Humicola";"Humicola mutabilis";11;0;0;0;0;0
"ASV_2724";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Tomentella";"Tomentella lammiensis";11;0;0;0;0;0
"ASV_416";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Clitopilus";"Clitopilus kamaka";10;617;0;42;0;0
"ASV_806";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";NA;10;3;0;84;0;0
"ASV_1342";"Eukaryota";"Ascomycota";"Dothideomycetes";NA;NA;NA;NA;10;9;0;42;0;20
"ASV_1393";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Ganoderma";"Ganoderma leucocontextum";10;14;0;0;0;12
"ASV_1696";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus ovatus";10;10;0;0;0;0
"ASV_1843";"Eukaryota";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";"Scolecobasidium";"Scolecobasidium tshawytschae";10;0;0;0;0;6
"ASV_1911";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Debaryomyces";NA;10;5;0;0;15;0
"ASV_2164";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe semifulva";10;0;0;0;0;0
"ASV_2165";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium georgiense";10;0;0;0;0;0
"ASV_2167";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;NA;"[Candida] blankii";10;0;0;0;2;0
"ASV_2168";"Eukaryota";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";"Phialemonium";"Phialemonium limoniforme";10;0;0;0;0;0
"ASV_2169";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Echinoderma";"Echinoderma flavidoasperum";10;0;0;0;0;0
"ASV_2171";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Leucocoprinus";"Leucocoprinus microlepis";10;0;0;0;0;0
"ASV_2172";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Paracremonium";"Paracremonium contagium";10;0;0;0;0;0
"ASV_2175";"Eukaryota";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";"Phialemonium";"Phialemonium guarroi";10;0;0;0;0;0
"ASV_2178";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"Fusarium langsethiae";10;0;0;0;0;0
"ASV_2180";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Malbrancheaceae";"Malbranchea";"Malbranchea thaxteri";10;0;0;0;0;0
"ASV_2182";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Gibellulopsis";NA;10;0;0;0;0;0
"ASV_90";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Kurtzmaniella";NA;9;0;0;0;1696;0
"ASV_102";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium pulvillorum";9;1185;0;0;0;539
"ASV_150";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";NA;"Coralloidiomyces";"Coralloidiomyces digitatus";9;4;0;2473;0;0
"ASV_403";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Paecilomyces";"Paecilomyces zollerniae";9;63;0;0;0;223
"ASV_454";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Neocucurbitaria";"Neocucurbitaria quercina";9;249;0;0;0;3
"ASV_845";"Eukaryota";"Ascomycota";"Dothideomycetes";"Cladosporiales";"Cladosporiaceae";"Cladosporium";"Cladosporium domesticum";9;5;0;0;64;0
"ASV_1141";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Australiascaceae";"Monilochaetes";"Monilochaetes melastomae";9;0;0;0;0;38
