tax_id,superkingdom,phylum,class,order,family,genus,species,CMM-16S_S43_L001_R1,Compost-MB-16S_S42_L001_R1,Compost-R-16S_S41_L001_R1,Eau-GT-16S_S38_L001_R1,JusPatate-XT-16S_S40_L001_R1,Sol-GT-16S_S39_L001_R1
565074,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces rubrus,0,0,0,0,0,5
1380048,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Ferruginibacter profundus,0,0,0,0,0,5
545243,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium arbusti,0,0,0,0,0,5
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,5
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,0,0,0,0,0,5
515326,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas aerilata,0,0,0,0,0,5
41294,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,,0,0,0,0,0,5
76489,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium acetireducens,0,0,0,0,0,5
261299,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii,0,0,0,0,0,5
2267266,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Flaviflagellibacter,Flaviflagellibacter deserti,0,0,0,0,0,5
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,0,0,0,0,5
1885912,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Racemicystis,Racemicystis persica,0,0,0,0,0,5
2006,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora,0,0,0,0,0,5
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,0,0,0,0,0,5
84993,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,,,0,0,0,0,0,5
1391653,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,Vulgatibacter incomptus,0,0,0,0,0,5
1079,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,Blastochloris viridis,0,0,0,0,0,5
1331910,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta,Thermogutta terrifontis,0,0,0,0,0,5
1235591,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,0,0,0,0,0,5
28216,Bacteria,Pseudomonadota,Betaproteobacteria,,,,,0,0,0,0,0,5
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,5
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,5
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,0,0,0,0,0,5
80811,Bacteria,Myxococcota,Myxococcia,Myxococcales,,,,0,0,0,0,0,5
404900,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Geminicoccus,Geminicoccus roseus,0,0,0,0,0,5
947013,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea serpens,0,0,0,0,0,5
388463,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,,0,0,0,0,0,5
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,0,0,0,0,0,5
351095,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Paucisalibacillus,Paucisalibacillus globulus,0,0,0,0,0,5
699281,Bacteria,Bacillota,Clostridia,Eubacteriales,Caldicoprobacteraceae,Caldicoprobacter,Caldicoprobacter algeriensis,0,0,0,0,0,5
448181,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter,Ciceribacter selenitireducens,0,0,0,0,0,5
688867,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia koreensis,0,0,0,0,0,5
1433993,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,,0,0,0,0,0,5
200795,Bacteria,Chloroflexota,,,,,,0,0,0,0,0,5
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,5
755170,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillus arboreus,0,0,0,0,0,5
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,0,0,0,0,0,5
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,0,0,0,0,0,5
926550,Bacteria,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila,0,0,0,0,0,5
1565,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum nigrificans,4,0,0,0,0,0
1915309,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,Silvanigrella aquatica,4,0,0,0,0,0
2,Bacteria,,,,,,,4,0,0,0,0,0
191579,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola taffensis,4,0,0,0,0,0
29521,Bacteria,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,,4,0,0,0,0,0
72276,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,,,4,0,0,0,0,0
113567,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes italicus,4,0,0,0,0,0
83552,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,4,0,0,0,0,0
1429246,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas alkanexedens,4,0,0,0,0,0
400634,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,4,0,0,0,0,0
1969806,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidibrevibacterium,Acidibrevibacterium fodinaquatile,4,0,0,0,0,0
76728,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Wenjunlia,Wenjunlia vitaminophila,4,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,4,0,0,0,0,0
171,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,,4,0,0,0,0,0
694315,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Kofleria,Kofleria flava,4,0,0,0,0,0
1783272,Bacteria,,,,,,,4,0,0,0,0,0
1235591,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,4,0,0,0,0,0
43676,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora,,4,0,0,0,0,0
1071983,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella cardiaca,4,0,0,0,0,0
84566,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,4,0,0,0,0,0
1485594,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloligella,,4,0,0,0,0,0
186801,Bacteria,Bacillota,Clostridia,,,,,4,0,0,0,0,0
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,4,0,0,0,0,0
356,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,,4,0,0,0,0,0
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,4,0,0,0,0,0
1473598,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Paludibaculum,Paludibaculum fermentans,4,0,0,0,0,0
1796921,Bacteria,Verrucomicrobiota,Opitutae,Opitutales,Opitutaceae,Ereboglobus,Ereboglobus luteus,4,0,0,0,0,0
84566,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,4,0,0,0,0,0
933063,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Dichotomicrobium,Dichotomicrobium thermohalophilum,4,0,0,0,0,0
338963,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea carbinolica,4,0,0,0,0,0
2,Bacteria,,,,,,,4,0,0,0,0,0
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,4,0,0,0,0,0
33938,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermocatenulatus,4,0,0,0,0,0
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,4,0,0,0,0,0
1908690,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus ruber,4,0,0,0,0,0
207599,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,4,0,0,0,0,0
857252,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Halopseudomonas aestusnigri,4,0,0,0,0,0
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,4,0,0,0,0,0
1938555,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Virgisporangium,Virgisporangium myanmarense,4,0,0,0,0,0
86661,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,,4,0,0,0,0,0
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,4,0,0,0,0,0
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,4,0,0,0,0,0
1750597,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Inmirania,Inmirania thermothiophila,4,0,0,0,0,0
1813,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,4,0,0,0,0,0
374,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,4,0,0,0,0,0
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,4,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,4,0,0,0,0,0
51,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces apiculatus,4,0,0,0,0,0
990712,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Meinhardsimonia,Meinhardsimonia xiamenensis,4,0,0,0,0,0
1963835,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,Arboricoccus pini,4,0,0,0,0,0
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,4,0,0,0,0,0
657419,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Tistrella,Tistrella bauzanensis,4,0,0,0,0,0
71281,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira tenuis,4,0,0,0,0,0
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,4,0,0,0,0,0
490567,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,4,0,0,0,0,0
927786,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus aydinogluensis,4,0,0,0,0,0
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,4,0,0,0,0,0
1404360,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter phytolaccae,4,0,0,0,0,0
1204385,Bacteria,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila,4,0,0,0,0,0
1119528,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis discipulorum,4,0,0,0,0,0
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,4,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,4,0,0,0,0,0
990371,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella,Daejeonella rubra,4,0,0,0,0,0
1763524,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,,4,0,0,0,0,0
152526,Bacteria,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter hydrogeniphilus,4,0,0,0,0,0
425006,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella yongneupensis,4,0,0,0,0,0
290306,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus koreensis,4,0,0,0,0,0
1920268,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Paralkalibacillus,Paralkalibacillus indicireducens,4,0,0,0,0,0
1382356,Bacteria,Thermomicrobiota,Thermomicrobia,,,Thermorudis,Thermorudis peleae,4,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,4,0,0,0,0,0
1365606,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina siberiensis,4,0,0,0,0,0
1908690,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus ruber,4,0,0,0,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,4,0,0,0,0,0
28211,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,,4,0,0,0,0,0
1640866,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,Parviterribacter multiflagellatus,4,0,0,0,0,0
866786,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella rhizosphaerae,4,0,0,0,0,0
195964,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Asanoa,,4,0,0,0,0,0
1210884,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata massiliana,4,0,0,0,0,0
861299,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonensis,4,0,0,0,0,0
616951,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia mishustinii,4,0,0,0,0,0
1507286,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas arctica,4,0,0,0,0,0
546108,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,Thalassobacillus hwangdonensis,4,0,0,0,0,0
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,4,0,0,0,0,0
44249,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,4,0,0,0,0,0
1210884,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata massiliana,4,0,0,0,0,0
310400,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas yunnanensis,4,0,0,0,0,0
1236,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,,4,0,0,0,0,0
94,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella humosa,4,0,0,0,0,0
1792836,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella sediminis,4,0,0,0,0,0
1851,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,,4,0,0,0,0,0
418699,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,4,0,0,0,0,0
688867,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia koreensis,4,0,0,0,0,0
85025,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,,,4,0,0,0,0,0
1404360,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter phytolaccae,4,0,0,0,0,0
768533,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans composti,4,0,0,0,0,0
265,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,,4,0,0,0,0,0
2024,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces intermedius,4,0,0,0,0,0
768533,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans composti,4,0,0,0,0,0
1783272,Bacteria,,,,,,,4,0,0,0,0,0
1391654,Bacteria,Myxococcota,,Polyangiales,Labilitrichaceae,Labilithrix,Labilithrix luteola,4,0,0,0,0,0
585455,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae,Thiohalobacter,Thiohalobacter thiocyanaticus,4,0,0,0,0,0
1122184,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Lutispora,Lutispora thermophila,4,0,0,0,0,0
1119528,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis discipulorum,4,0,0,0,0,0
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,4,0,0,0,0,0
959,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,4,0,0,0,0,0
1664069,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,4,0,0,0,0,0
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,4,0,0,0,0,0
1224,Bacteria,Pseudomonadota,,,,,,4,0,0,0,0,0
1495650,Bacteria,Chloroflexota,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus,Thermoflexus hugenholtzii,4,0,0,0,0,0
453581,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiophaeococcus,Thiophaeococcus mangrovi,4,0,0,0,0,0
29409,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes roseus,4,0,0,0,0,0
85023,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,,,4,0,0,0,0,0
2661937,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferruginivarius,Ferruginivarius sediminum,4,0,0,0,0,0
1274358,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus luteolus,4,0,0,0,0,0
2805681,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Yinghuangia,,4,0,0,0,0,0
1865,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,,4,0,0,0,0,0
2,Bacteria,,,,,,,4,0,0,0,0,0
2023,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,,4,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,4,0,0,0,0,0
356,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,,4,0,0,0,0,0
47495,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Pedomicrobium,Pedomicrobium americanum,4,0,0,0,0,0
2691357,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,,4,0,0,0,0,0
28216,Bacteria,Pseudomonadota,Betaproteobacteria,,,,,4,0,0,0,0,0
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,4,0,0,0,0,0
47494,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Pedomicrobium,,4,0,0,0,0,0
84993,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,,,4,0,0,0,0,0
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,4,0,0,0,0,0
1482,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus halodenitrificans,4,0,0,0,0,0
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,4,0,0,0,0,0
585455,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae,Thiohalobacter,Thiohalobacter thiocyanaticus,4,0,0,0,0,0
1579333,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Fodinicurvataceae,Limibacillus,Limibacillus halophilus,4,0,0,0,0,0
85030,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,,,4,0,0,0,0,0
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,4,0,0,0,0,0
496056,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Anseongella,Anseongella ginsenosidimutans,4,0,0,0,0,0
324768,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus idriensis,4,0,0,0,0,0
171693,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus picturae,4,0,0,0,0,0
230954,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermozeamaize,4,0,0,0,0,0
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,4,0,0,0,0,0
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,4,0,0,0,0,0
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,4,0,0,0,0,0
1640865,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,Parviterribacter kavangonensis,4,0,0,0,0,0
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,4,0,0,0,0,0
29407,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,4,0,0,0,0,0
1867774,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Aliidongia,Aliidongia dinghuensis,4,0,0,0,0,0
79884,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus pseudalcaliphilus,4,0,0,0,0,0
889274,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Polyangium,Polyangium sorediatum,4,0,0,0,0,0
1173111,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Lihuaxuella,Lihuaxuella thermophila,4,0,0,0,0,0
1473598,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Paludibaculum,Paludibaculum fermentans,4,0,0,0,0,0
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,4,0,0,0,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,4,0,0,0,0,0
1870994,Bacteria,Bacillota,Tissierellia,Tissierellales,Tissierellaceae,Urmitella,Urmitella timonensis,4,0,0,0,0,0
1386,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,,4,0,0,0,0,0
2,Bacteria,,,,,,,4,0,0,0,0,0
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,4,0,0,0,0,0
2233851,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,Blastochloris tepida,4,0,0,0,0,0
28209,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,,4,0,0,0,0,0
85413,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,,4,0,0,0,0,0
1052257,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans daechungensis,4,0,0,0,0,0
2527969,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera italica,4,0,0,0,0,0
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,4,0,0,0,0,0
698762,Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Thermanaeromonas,Thermanaeromonas toyohensis,4,0,0,0,0,0
